timestamp,Infrared to Red Signal Ratio
10/21/25 00:00:53,0
10/21/25 00:01:53,0
10/21/25 00:02:53,0
10/21/25 00:03:53,0
10/21/25 00:04:53,0
10/21/25 00:05:53,0
10/21/25 00:06:53,0
10/21/25 00:07:53,0
10/21/25 00:08:53,0
10/21/25 00:09:53,0
10/21/25 00:10:53,0
10/21/25 00:11:53,0
10/21/25 00:12:53,0
10/21/25 00:13:53,0
10/21/25 00:14:53,0
10/21/25 00:15:53,0
10/21/25 00:16:53,0
10/21/25 00:17:53,0
10/21/25 00:18:53,0
10/21/25 00:19:53,0
10/21/25 00:20:53,0
10/21/25 00:21:53,0
10/21/25 00:22:53,0
10/21/25 00:23:53,0
10/21/25 00:24:53,0
10/21/25 00:25:53,0
10/21/25 00:26:53,0
10/21/25 00:27:53,0
10/21/25 00:28:53,0
10/21/25 00:29:53,0
10/21/25 00:30:54,0
10/21/25 00:31:54,0
10/21/25 00:32:54,0
10/21/25 00:33:54,0
10/21/25 00:34:54,0
10/21/25 00:35:54,0
10/21/25 00:36:54,0
10/21/25 00:37:54,0
10/21/25 00:38:54,0
10/21/25 00:39:54,0
10/21/25 00:40:54,0
10/21/25 00:41:54,0
10/21/25 00:42:54,0
10/21/25 00:43:54,0
10/21/25 00:44:54,0
10/21/25 00:45:54,0
10/21/25 00:46:54,0
10/21/25 00:47:54,0
10/21/25 00:48:54,0
10/21/25 00:49:54,0
10/21/25 00:50:54,0
10/21/25 00:51:54,0
10/21/25 00:52:54,0
10/21/25 00:53:54,0
10/21/25 00:54:54,0
10/21/25 00:55:54,0
10/21/25 00:56:54,0
10/21/25 00:57:54,0
10/21/25 00:58:54,0
10/21/25 00:59:54,0
10/21/25 01:00:54,0
10/21/25 01:01:54,0
10/21/25 01:02:54,0
10/21/25 01:03:54,0
10/21/25 01:04:54,0
10/21/25 01:05:54,0
10/21/25 01:06:54,0
10/21/25 01:07:54,0
10/21/25 01:08:54,0
10/21/25 01:09:54,0
10/21/25 01:10:54,0
10/21/25 01:11:54,0
10/21/25 01:12:54,0
10/21/25 01:13:54,0
10/21/25 01:14:54,0
10/21/25 01:15:54,0
10/21/25 01:16:54,0
10/21/25 01:17:54,0
10/21/25 01:18:54,0
10/21/25 01:19:54,0
10/21/25 01:20:54,0
10/21/25 01:21:54,0
10/21/25 01:22:54,0
10/21/25 01:23:54,0
10/21/25 01:24:54,0
10/21/25 01:25:54,0
10/21/25 01:26:54,0
10/21/25 01:27:54,0
10/21/25 01:28:54,0
10/21/25 01:29:54,0
10/21/25 01:30:54,0
10/21/25 01:31:54,0
10/21/25 01:32:54,0
10/21/25 01:33:54,0
10/21/25 01:34:54,0
10/21/25 01:35:54,0
10/21/25 01:36:54,0
10/21/25 01:37:54,0
10/21/25 01:38:54,0
10/21/25 01:39:54,0
10/21/25 01:40:54,0
10/21/25 01:41:54,0
10/21/25 01:42:54,0
10/21/25 01:43:54,0
10/21/25 01:44:54,0
10/21/25 01:45:54,0
10/21/25 02:36:21,0
10/21/25 02:37:21,0
10/21/25 02:38:21,0
10/21/25 08:41:36,0
10/21/25 12:00:11,18
10/21/25 12:01:11,31
10/21/25 12:02:11,14
10/21/25 12:03:24,0
10/21/25 12:04:24,-1
10/21/25 12:05:28,0
10/21/25 12:06:28,-44
10/21/25 12:07:28,11
10/21/25 12:08:28,1
10/21/25 12:09:36,0
10/21/25 12:10:36,0
10/21/25 12:11:36,0
10/21/25 12:12:36,0
10/21/25 12:15:49,0
10/21/25 12:16:49,0
10/21/25 12:17:49,0
