timestamp,Infrared to Red Signal Ratio
10/20/25 02:59:35,0
10/20/25 03:00:35,0
10/20/25 10:49:02,0
10/20/25 10:50:02,0
10/20/25 10:51:02,0
10/20/25 10:52:02,0
10/20/25 10:53:02,0
10/20/25 10:54:02,0
10/20/25 10:55:02,0
10/20/25 10:56:02,0
10/20/25 10:57:02,0
10/20/25 12:15:12,0
10/20/25 12:18:58,0
10/20/25 18:28:50,0
10/20/25 18:29:52,0
10/20/25 18:30:52,0
10/20/25 18:31:52,0
10/20/25 18:32:52,0
10/20/25 18:33:52,0
10/20/25 18:34:52,0
10/20/25 18:35:52,0
10/20/25 18:36:52,0
10/20/25 18:37:52,0
10/20/25 18:38:52,0
10/20/25 18:39:52,0
10/20/25 18:40:52,0
10/20/25 18:41:52,0
10/20/25 18:42:52,0
10/20/25 18:43:52,0
10/20/25 18:44:52,0
10/20/25 18:45:52,0
10/20/25 18:46:52,0
10/20/25 18:47:52,0
10/20/25 18:48:52,0
10/20/25 18:49:52,0
10/20/25 18:50:52,0
10/20/25 18:52:58,0
10/20/25 18:54:05,0
10/20/25 21:27:56,0
10/20/25 21:28:56,0
10/20/25 23:26:52,0
10/20/25 23:27:52,0
10/20/25 23:28:52,0
10/20/25 23:29:52,0
10/20/25 23:30:52,0
10/20/25 23:31:52,0
10/20/25 23:32:52,0
10/20/25 23:33:52,0
10/20/25 23:34:52,0
10/20/25 23:35:52,0
10/20/25 23:36:52,0
10/20/25 23:37:52,0
10/20/25 23:38:52,0
10/20/25 23:39:52,0
10/20/25 23:40:52,0
10/20/25 23:41:53,0
10/20/25 23:42:53,0
10/20/25 23:43:53,0
10/20/25 23:44:53,0
10/20/25 23:45:53,0
10/20/25 23:46:53,0
10/20/25 23:47:53,0
10/20/25 23:48:53,0
10/20/25 23:49:53,0
10/20/25 23:50:53,0
10/20/25 23:51:53,0
10/20/25 23:52:53,0
10/20/25 23:53:53,0
10/20/25 23:54:53,0
10/20/25 23:55:53,0
10/20/25 23:56:53,0
10/20/25 23:57:53,0
10/20/25 23:58:53,0
10/20/25 23:59:53,0
