timestamp,Infrared to Red Signal Ratio
08/09/25 00:00:06,0
08/09/25 00:01:07,-22
08/09/25 00:02:07,10
08/09/25 00:03:07,-3
08/09/25 00:04:07,12
08/09/25 00:05:07,-3
08/09/25 00:06:07,0
08/09/25 00:07:07,2
08/09/25 00:08:07,-10
08/09/25 00:09:07,2
08/09/25 00:10:07,-1
08/09/25 00:11:07,-4
08/09/25 00:12:07,-3
08/09/25 00:13:07,3
08/09/25 00:14:07,17
08/09/25 00:15:07,0
08/09/25 00:16:07,19
08/09/25 00:17:08,16
08/09/25 00:18:08,-1
08/09/25 00:19:08,0
08/09/25 00:20:08,38
08/09/25 00:21:08,-9
08/09/25 00:22:08,10
08/09/25 00:23:08,0
08/09/25 00:24:08,0
08/09/25 00:25:08,0
08/09/25 00:26:08,-4
08/09/25 00:27:08,0
08/09/25 00:28:08,9
08/09/25 00:29:08,0
08/09/25 00:30:08,21
08/09/25 00:31:08,6
08/09/25 00:32:08,0
08/09/25 00:33:08,53
08/09/25 00:34:08,-43
08/09/25 00:35:08,-9
08/09/25 00:36:08,-14
08/09/25 00:37:08,0
08/09/25 00:38:08,-2
08/09/25 00:39:08,0
08/09/25 00:40:08,-2
08/09/25 00:41:08,-1
08/09/25 00:42:08,0
08/09/25 00:43:08,-3
08/09/25 00:44:08,-44
08/09/25 00:45:08,53
08/09/25 00:46:08,-53
08/09/25 00:47:08,0
08/09/25 00:48:08,-4
08/09/25 00:49:08,-19
08/09/25 00:50:08,8
08/09/25 00:51:08,5
08/09/25 00:52:08,-16
08/09/25 00:53:08,0
08/09/25 00:54:08,-1
08/09/25 00:55:08,0
08/09/25 00:56:08,-4
08/09/25 00:57:08,-26
08/09/25 00:58:08,0
08/09/25 00:59:09,-22
08/09/25 01:00:09,-8
08/09/25 01:01:09,17
08/09/25 01:02:09,8
08/09/25 01:03:09,5
08/09/25 01:04:09,-22
08/09/25 01:05:10,-4
08/09/25 01:06:10,0
08/09/25 01:07:10,-1
08/09/25 01:08:10,5
08/09/25 01:09:10,-8
08/09/25 01:10:10,-8
08/09/25 01:11:11,2
08/09/25 01:12:11,4
08/09/25 01:13:11,-4
08/09/25 01:14:11,-2
08/09/25 01:15:11,0
08/09/25 01:16:11,-13
08/09/25 01:17:11,0
08/09/25 01:18:11,-3
08/09/25 01:19:11,0
08/09/25 01:20:11,1
08/09/25 01:21:11,-3
08/09/25 01:22:11,0
08/09/25 01:23:11,3
08/09/25 01:24:11,0
08/09/25 01:25:11,0
08/09/25 01:26:11,0
08/09/25 01:27:11,4
08/09/25 01:28:11,-2
08/09/25 01:29:11,-8
08/09/25 01:30:11,1
08/09/25 01:31:11,1
08/09/25 01:32:11,0
08/09/25 01:33:11,-18
08/09/25 01:34:11,0
08/09/25 01:35:11,0
08/09/25 01:36:11,2
08/09/25 01:37:11,0
08/09/25 01:38:12,0
08/09/25 01:39:12,0
08/09/25 01:40:12,20
08/09/25 01:41:12,10
08/09/25 01:42:12,-1
08/09/25 01:43:12,1
08/09/25 01:44:12,0
08/09/25 01:45:12,0
08/09/25 01:46:12,4
08/09/25 01:47:12,4
08/09/25 01:48:12,8
08/09/25 01:49:13,-1
08/09/25 01:50:13,2
08/09/25 01:51:13,4
08/09/25 01:52:13,7
08/09/25 02:03:29,0
08/09/25 02:04:29,0
08/09/25 02:05:29,0
08/09/25 02:06:29,0
08/09/25 02:07:29,-31
08/09/25 02:08:29,0
08/09/25 02:09:29,0
08/09/25 02:10:29,13
08/09/25 02:11:29,0
08/09/25 02:12:29,0
08/09/25 02:13:29,0
08/09/25 02:14:29,0
08/09/25 02:15:29,-5
08/09/25 02:16:29,0
08/09/25 02:17:29,0
08/09/25 02:18:29,0
08/09/25 02:19:29,0
08/09/25 02:20:29,0
08/09/25 02:21:29,14
08/09/25 02:22:29,0
08/09/25 02:23:29,0
08/09/25 02:24:29,0
08/09/25 02:25:29,-15
08/09/25 02:26:29,37
08/09/25 02:27:29,-4
08/09/25 02:28:29,0
08/09/25 02:29:29,-7
08/09/25 02:30:29,0
08/09/25 02:31:29,-4
08/09/25 02:32:29,-3
08/09/25 02:33:29,2
08/09/25 02:34:29,0
08/09/25 02:35:29,-4
08/09/25 02:36:29,0
08/09/25 02:37:29,0
08/09/25 02:38:29,0
08/09/25 02:39:29,-22
08/09/25 02:40:29,13
08/09/25 02:41:29,0
08/09/25 02:42:29,0
08/09/25 02:43:29,0
08/09/25 02:44:29,3
08/09/25 02:45:29,-4
08/09/25 02:46:29,0
08/09/25 02:47:29,0
08/09/25 02:48:29,0
08/09/25 02:49:29,0
08/09/25 02:50:29,0
08/09/25 02:51:29,0
08/09/25 02:52:29,0
08/09/25 02:53:29,0
08/09/25 02:54:29,-9
08/09/25 02:55:29,0
08/09/25 02:56:29,-8
08/09/25 02:57:29,0
08/09/25 02:58:29,0
08/09/25 02:59:29,-15
08/09/25 03:00:29,0
08/09/25 03:01:29,-31
08/09/25 03:02:29,0
08/09/25 03:03:29,-5
08/09/25 03:04:29,1
08/09/25 03:05:29,6
08/09/25 03:06:29,0
08/09/25 03:07:29,-4
08/09/25 03:08:29,0
08/09/25 03:09:29,0
08/09/25 03:10:29,-13
08/09/25 03:11:29,0
08/09/25 03:12:29,0
08/09/25 03:13:29,0
08/09/25 03:14:29,0
08/09/25 03:15:29,0
08/09/25 03:16:29,0
08/09/25 03:17:29,0
08/09/25 03:18:29,0
08/09/25 03:19:29,0
08/09/25 03:20:29,0
08/09/25 03:21:29,0
08/09/25 03:22:29,8
08/09/25 03:23:29,0
08/09/25 03:24:30,0
08/09/25 03:25:30,0
08/09/25 03:26:30,0
08/09/25 03:27:30,34
08/09/25 03:28:30,17
08/09/25 03:29:30,-57
08/09/25 03:30:30,0
08/09/25 03:31:30,0
08/09/25 03:32:30,0
08/09/25 03:33:30,5
08/09/25 03:34:30,30
08/09/25 03:35:30,-2
08/09/25 03:36:30,-11
08/09/25 03:37:30,7
08/09/25 03:38:30,0
08/09/25 03:39:30,13
08/09/25 03:40:30,0
08/09/25 03:41:30,0
08/09/25 03:42:30,0
08/09/25 03:43:30,-11
08/09/25 03:44:30,6
08/09/25 03:45:30,-2
08/09/25 03:46:30,0
08/09/25 03:47:30,-10
08/09/25 03:48:30,-26
08/09/25 03:49:30,-8
08/09/25 03:50:30,-5
08/09/25 03:51:30,19
08/09/25 03:52:30,2
08/09/25 03:53:30,-8
08/09/25 03:54:30,0
08/09/25 03:55:30,17
08/09/25 03:56:30,-8
08/09/25 03:57:30,0
08/09/25 03:58:30,0
08/09/25 03:59:30,0
08/09/25 04:00:30,-2
08/09/25 04:01:30,-5
08/09/25 04:02:30,-5
08/09/25 04:03:30,5
08/09/25 04:04:30,7
08/09/25 04:05:30,0
08/09/25 04:06:30,0
08/09/25 04:07:30,0
08/09/25 04:08:30,0
08/09/25 04:09:30,0
08/09/25 04:10:30,8
08/09/25 04:11:30,-2
08/09/25 04:12:30,13
08/09/25 04:13:30,2
08/09/25 04:14:30,-22
08/09/25 04:15:30,21
08/09/25 04:16:30,0
08/09/25 04:17:30,0
08/09/25 04:18:30,0
08/09/25 04:19:30,0
08/09/25 04:20:30,0
08/09/25 04:21:30,0
08/09/25 04:22:30,0
08/09/25 04:23:30,0
08/09/25 04:24:30,0
08/09/25 04:25:30,0
08/09/25 04:26:30,0
08/09/25 04:27:30,0
08/09/25 04:28:30,0
08/09/25 04:29:30,0
08/09/25 04:30:30,0
08/09/25 04:31:30,0
08/09/25 04:32:30,0
08/09/25 04:33:30,0
08/09/25 04:34:30,0
08/09/25 04:35:30,0
08/09/25 04:36:30,0
08/09/25 04:37:30,0
08/09/25 04:38:30,0
08/09/25 04:39:30,0
08/09/25 04:40:30,0
08/09/25 04:41:30,0
08/09/25 04:42:30,0
08/09/25 04:43:30,0
08/09/25 04:44:30,0
08/09/25 04:45:30,0
08/09/25 04:46:30,0
08/09/25 04:47:30,0
08/09/25 04:48:30,0
08/09/25 04:49:30,0
08/09/25 04:50:30,0
08/09/25 04:51:30,0
08/09/25 04:52:30,0
08/09/25 04:53:30,0
08/09/25 04:54:30,0
08/09/25 04:55:30,0
08/09/25 04:56:30,0
08/09/25 04:57:30,0
08/09/25 04:58:30,0
08/09/25 04:59:30,0
08/09/25 05:00:30,0
08/09/25 05:01:30,0
08/09/25 05:02:30,0
08/09/25 05:03:30,0
08/09/25 05:04:30,0
08/09/25 05:05:30,0
08/09/25 05:06:30,0
08/09/25 05:07:30,0
08/09/25 05:08:30,0
08/09/25 05:09:30,0
08/09/25 05:10:30,0
08/09/25 05:11:30,0
08/09/25 05:12:30,0
08/09/25 05:13:30,0
08/09/25 05:14:30,0
08/09/25 05:15:30,0
08/09/25 05:16:30,0
08/09/25 05:17:30,0
08/09/25 05:18:30,0
08/09/25 05:19:30,0
08/09/25 05:20:30,0
08/09/25 05:21:30,0
