timestamp,Infrared to Red Signal Ratio
03/29/25 12:10:01,0
03/29/25 12:11:01,0
03/29/25 12:12:01,0
03/29/25 12:13:01,0
03/29/25 12:14:01,0
03/29/25 12:15:01,0
03/29/25 12:16:01,0
03/29/25 12:17:01,0
03/29/25 12:18:01,-30
03/29/25 12:19:01,3
03/29/25 12:20:01,-1
03/29/25 12:21:01,0
03/29/25 12:22:01,7
03/29/25 12:23:01,0
03/29/25 15:10:06,4
03/29/25 15:11:06,0
03/29/25 15:12:06,-2
03/29/25 15:13:06,-4
03/29/25 17:03:49,0
03/29/25 17:04:56,-3
03/29/25 17:05:56,0
03/29/25 17:06:56,4
03/29/25 17:07:56,0
03/29/25 17:08:56,8
03/29/25 17:09:56,0
03/29/25 17:10:56,0
03/29/25 17:11:56,0
03/29/25 17:12:56,1
03/29/25 17:13:56,1
03/29/25 17:14:56,4
03/29/25 17:15:56,-1
03/29/25 17:16:56,0
03/29/25 17:17:56,1
03/29/25 17:18:56,0
03/29/25 17:19:56,-2
03/29/25 17:20:56,17
03/29/25 17:21:56,-13
03/29/25 17:22:56,-6
03/29/25 17:23:56,0
03/29/25 17:24:56,4
03/29/25 17:25:56,-4
03/29/25 17:26:56,17
03/29/25 17:27:56,-3
03/29/25 17:28:56,0
03/29/25 17:29:56,0
03/29/25 17:30:56,17
03/29/25 17:31:56,0
03/29/25 17:32:56,0
03/29/25 17:33:56,-9
03/29/25 17:34:56,2
03/29/25 17:35:56,3
03/29/25 17:36:56,0
03/29/25 17:37:56,-3
03/29/25 17:38:56,0
03/29/25 17:39:56,-9
03/29/25 19:50:26,52
03/29/25 19:51:26,26
03/29/25 19:52:26,-2
03/29/25 19:53:26,0
03/29/25 19:54:26,-65
03/29/25 19:55:26,3
03/29/25 19:56:26,0
03/29/25 19:57:26,17
03/29/25 19:58:31,36
03/29/25 19:59:31,1
03/29/25 20:00:31,0
03/29/25 20:01:31,0
03/29/25 20:02:31,-4
03/29/25 20:03:31,0
03/29/25 20:04:31,-4
03/29/25 20:05:31,-4
03/29/25 20:06:31,-1
03/29/25 20:07:31,51
03/29/25 20:08:31,5
03/29/25 20:09:31,0
03/29/25 20:10:31,0
03/29/25 20:11:31,-14
03/29/25 20:12:31,-8
03/29/25 20:13:31,0
03/29/25 20:14:31,0
03/29/25 20:15:31,3
03/29/25 20:16:31,6
03/29/25 20:17:31,4
03/29/25 20:18:31,-1
03/29/25 20:19:31,0
03/29/25 20:20:31,-4
03/29/25 20:21:31,-2
03/29/25 20:22:31,0
03/29/25 20:23:31,0
03/29/25 20:24:31,-2
03/29/25 20:25:31,1
03/29/25 20:26:31,2
03/29/25 20:27:31,-9
03/29/25 20:28:31,-4
03/29/25 20:29:31,-11
03/29/25 20:30:31,-4
03/29/25 20:31:31,0
03/29/25 20:32:31,-8
03/29/25 20:33:31,-3
03/29/25 20:34:31,0
03/29/25 20:35:31,-2
03/29/25 20:36:31,7
03/29/25 20:37:31,0
03/29/25 20:38:31,0
03/29/25 20:39:31,0
03/29/25 20:40:32,14
03/29/25 20:41:32,-3
03/29/25 20:42:32,0
03/29/25 23:02:55,0
03/29/25 23:03:55,0
03/29/25 23:04:55,0
03/29/25 23:05:55,-25
03/29/25 23:06:55,0
03/29/25 23:07:55,0
03/29/25 23:08:55,-43
03/29/25 23:09:55,-1
03/29/25 23:10:55,17
03/29/25 23:11:55,-1
03/29/25 23:12:55,0
03/29/25 23:13:55,-12
03/29/25 23:14:55,-4
03/29/25 23:15:55,0
03/29/25 23:16:55,0
03/29/25 23:17:55,0
03/29/25 23:18:55,-26
03/29/25 23:19:55,0
03/29/25 23:20:55,-6
03/29/25 23:21:55,-8
03/29/25 23:22:55,0
03/29/25 23:23:55,20
03/29/25 23:24:55,0
03/29/25 23:25:55,-20
03/29/25 23:26:55,0
03/29/25 23:27:55,0
03/29/25 23:28:55,2
03/29/25 23:29:55,0
03/29/25 23:30:55,0
03/29/25 23:31:55,17
03/29/25 23:32:55,-1
03/29/25 23:33:55,0
03/29/25 23:34:55,20
03/29/25 23:35:55,-1
03/29/25 23:36:55,-4
