timestamp,Infrared to Red Signal Ratio
07/31/25 11:48:31,-1
07/31/25 11:49:32,-12
07/31/25 11:50:32,5
07/31/25 11:51:32,-3
07/31/25 11:52:32,1
07/31/25 11:53:32,0
07/31/25 11:54:32,21
07/31/25 11:55:32,-4
07/31/25 11:56:32,10
07/31/25 11:57:34,-23
07/31/25 11:58:34,-9
07/31/25 11:59:34,-12
07/31/25 12:00:34,3
07/31/25 12:01:34,0
07/31/25 12:18:02,0
07/31/25 12:19:02,0
07/31/25 12:20:02,0
07/31/25 12:21:02,0
07/31/25 12:22:02,0
07/31/25 12:23:02,0
07/31/25 12:27:31,0
07/31/25 12:28:31,0
07/31/25 12:29:31,0
07/31/25 12:30:31,0
07/31/25 12:31:31,4
07/31/25 12:32:31,4
07/31/25 12:33:31,-7
07/31/25 12:34:32,0
07/31/25 12:35:32,-17
07/31/25 12:36:32,-4
07/31/25 12:37:32,0
07/31/25 12:38:32,0
07/31/25 12:39:32,3
07/31/25 12:40:32,0
07/31/25 12:41:32,-10
07/31/25 12:42:32,0
07/31/25 12:43:32,0
07/31/25 12:44:32,0
07/31/25 12:45:32,0
07/31/25 12:46:32,-8
07/31/25 12:47:32,0
07/31/25 12:48:32,0
07/31/25 12:49:31,0
07/31/25 12:50:31,0
07/31/25 12:51:31,0
07/31/25 12:52:31,0
07/31/25 12:53:31,0
07/31/25 12:54:31,-24
07/31/25 12:55:31,0
07/31/25 12:56:31,0
07/31/25 12:57:31,0
07/31/25 12:58:31,0
07/31/25 12:59:31,0
07/31/25 13:00:31,0
07/31/25 13:01:31,0
07/31/25 13:02:31,0
07/31/25 13:03:31,0
07/31/25 13:04:31,0
07/31/25 13:05:31,0
07/31/25 13:06:31,0
07/31/25 13:07:31,0
07/31/25 13:08:31,0
07/31/25 13:09:31,0
07/31/25 13:10:31,0
07/31/25 13:11:31,0
07/31/25 13:12:31,0
07/31/25 13:13:31,0
07/31/25 13:14:31,0
07/31/25 13:15:31,0
07/31/25 13:16:31,0
07/31/25 13:17:31,0
07/31/25 13:18:31,0
07/31/25 13:19:31,0
07/31/25 13:20:31,0
07/31/25 13:21:31,0
07/31/25 13:22:31,0
07/31/25 13:23:31,0
07/31/25 13:24:31,0
07/31/25 13:25:31,0
07/31/25 13:26:31,0
07/31/25 13:27:31,0
07/31/25 13:28:31,0
07/31/25 13:29:31,0
07/31/25 13:30:31,0
07/31/25 13:31:31,0
07/31/25 13:32:31,0
07/31/25 13:33:31,0
07/31/25 13:34:32,0
07/31/25 13:35:32,0
07/31/25 13:36:32,0
07/31/25 13:37:32,0
07/31/25 13:38:32,0
07/31/25 13:39:32,0
07/31/25 13:40:32,0
07/31/25 13:41:32,0
07/31/25 13:42:32,0
07/31/25 13:43:32,0
07/31/25 13:44:32,0
07/31/25 13:45:32,0
07/31/25 13:46:32,0
07/31/25 13:47:32,0
07/31/25 13:48:32,0
07/31/25 13:49:32,0
07/31/25 13:50:32,0
07/31/25 13:51:32,71
07/31/25 13:52:32,0
07/31/25 13:53:32,0
07/31/25 13:54:32,0
07/31/25 13:55:32,0
07/31/25 13:59:56,0
07/31/25 14:00:56,0
07/31/25 14:01:56,-19
07/31/25 14:02:56,8
07/31/25 14:03:56,0
07/31/25 14:04:55,0
07/31/25 14:05:55,0
07/31/25 14:06:55,-4
07/31/25 14:07:55,0
07/31/25 14:08:55,0
07/31/25 14:09:55,-2
