timestamp,Infrared to Red Signal Ratio
07/19/25 02:28:28,0
07/19/25 09:11:52,0
07/19/25 12:43:00,0
07/19/25 14:30:31,14
07/19/25 14:31:31,0
07/19/25 14:32:31,-28
07/19/25 14:33:31,-5
07/19/25 14:34:31,1
07/19/25 14:35:31,-3
07/19/25 14:36:31,0
07/19/25 14:37:31,0
07/19/25 14:38:31,0
07/19/25 14:39:31,-8
07/19/25 14:40:31,0
07/19/25 14:41:31,0
07/19/25 14:42:31,5
07/19/25 14:43:31,0
07/19/25 14:44:31,5
07/19/25 15:01:42,0
07/19/25 20:17:29,0
07/19/25 20:18:29,-1
07/19/25 20:19:29,0
07/19/25 20:20:29,-2
07/19/25 20:21:29,0
07/19/25 20:22:29,0
07/19/25 20:23:29,0
07/19/25 20:24:29,0
07/19/25 20:25:29,-1
07/19/25 20:26:29,3
07/19/25 20:27:31,-4
07/19/25 20:28:31,9
07/19/25 20:29:31,7
07/19/25 20:30:31,0
07/19/25 20:31:31,-1
07/19/25 20:32:31,-1
07/19/25 20:33:31,1
07/19/25 20:34:31,1
07/19/25 20:35:31,0
07/19/25 20:36:31,14
07/19/25 20:37:31,41
07/19/25 20:38:31,0
07/19/25 20:39:31,0
07/19/25 20:40:31,16
07/19/25 20:41:31,0
07/19/25 20:42:31,0
07/19/25 20:43:31,0
07/19/25 20:44:37,-11
