timestamp,value
2025-07-27T00:34:33Z,50.0
2025-07-27T00:35:33Z,50.0
2025-07-27T00:36:33Z,50.0
2025-07-27T00:37:33Z,93.3
2025-07-27T00:38:33Z,91.5
2025-07-27T00:39:33Z,50.0
2025-07-27T00:40:33Z,50.0
2025-07-27T00:41:33Z,90.7
2025-07-27T00:42:33Z,90.4
2025-07-27T00:43:33Z,50.0
2025-07-27T00:44:33Z,50.0
2025-07-27T00:45:33Z,93.1
2025-07-27T00:46:33Z,97.0
2025-07-27T00:47:33Z,99.5
2025-07-27T00:48:33Z,50.0
2025-07-27T00:49:33Z,50.0
2025-07-27T00:50:33Z,50.0
2025-07-27T00:51:33Z,50.0
2025-07-27T00:52:33Z,50.0
2025-07-27T00:53:33Z,50.0
2025-07-27T00:54:33Z,50.0
2025-07-27T00:55:33Z,50.0
2025-07-27T00:56:33Z,99.0
2025-07-27T00:57:33Z,96.4
2025-07-27T00:58:33Z,50.0
2025-07-27T00:59:33Z,50.0
2025-07-27T01:00:33Z,93.1
2025-07-27T01:01:33Z,95.0
2025-07-27T01:02:33Z,50.0
2025-07-27T01:03:33Z,96.8
2025-07-27T01:04:33Z,50.0
2025-07-27T01:05:33Z,97.3
2025-07-27T01:06:33Z,50.0
2025-07-27T01:07:33Z,97.2
2025-07-27T01:08:33Z,95.6
2025-07-27T01:09:33Z,94.4
2025-07-27T01:10:33Z,92.9
2025-07-27T01:11:33Z,92.1
2025-07-27T01:12:33Z,91.6
2025-07-27T01:13:33Z,92.6
2025-07-27T01:14:33Z,50.0
2025-07-27T01:15:33Z,89.8
2025-07-27T01:16:33Z,87.3
2025-07-27T01:17:33Z,89.3
2025-07-27T01:18:33Z,87.7
2025-07-27T01:19:33Z,82.8
2025-07-27T01:20:33Z,82.1
2025-07-27T01:21:33Z,80.7
2025-07-27T01:22:33Z,80.0
2025-07-27T01:25:03Z,98.0
2025-07-27T01:26:03Z,98.0
2025-07-27T01:27:03Z,96.7
2025-07-27T01:28:03Z,92.2
2025-07-27T01:29:03Z,94.7
2025-07-27T01:30:03Z,93.7
2025-07-27T01:31:03Z,91.2
2025-07-27T01:32:03Z,88.2
2025-07-27T01:33:03Z,84.5
2025-07-27T01:34:03Z,81.7
2025-07-27T01:35:03Z,81.1
2025-07-27T01:36:03Z,82.0
2025-07-27T01:37:03Z,80.5
2025-07-27T01:38:03Z,80.1
2025-07-27T01:39:03Z,79.7
2025-07-27T01:40:03Z,79.2
2025-07-27T01:41:03Z,79.0
2025-07-27T01:42:03Z,78.9
2025-07-27T01:43:03Z,79.4
2025-07-27T01:44:03Z,79.0
2025-07-27T01:45:03Z,78.7
2025-07-27T01:46:03Z,78.7
2025-07-27T01:47:03Z,78.4
2025-07-27T01:48:03Z,78.6
2025-07-27T01:49:03Z,78.5
2025-07-27T01:50:03Z,78.5
2025-07-27T01:51:03Z,78.1
2025-07-27T01:52:03Z,78.2
2025-07-27T01:53:03Z,79.0
2025-07-27T01:54:03Z,78.8
2025-07-27T01:55:03Z,78.6
2025-07-27T01:56:03Z,78.8
2025-07-27T01:57:03Z,50.0
2025-07-27T01:58:03Z,78.3
2025-07-27T01:59:03Z,78.6
2025-07-27T02:00:03Z,77.9
2025-07-27T02:01:03Z,76.7
2025-07-27T02:02:03Z,75.9
2025-07-27T02:03:03Z,76.1
2025-07-27T02:04:03Z,76.7
2025-07-27T02:05:03Z,78.5
2025-07-27T02:06:03Z,76.6
2025-07-27T02:07:03Z,76.9
2025-07-27T02:08:03Z,77.5
2025-07-27T02:09:03Z,80.0
2025-07-27T02:10:03Z,79.8
2025-07-27T02:11:03Z,76.9
2025-07-27T02:12:03Z,77.2
2025-07-27T02:13:03Z,77.2
2025-07-27T02:14:03Z,77.6
2025-07-27T02:15:03Z,77.2
2025-07-27T02:16:03Z,78.1
2025-07-27T02:17:03Z,78.3
2025-07-27T02:18:03Z,77.4
2025-07-27T02:19:03Z,79.0
2025-07-27T02:20:03Z,77.8
2025-07-27T02:21:03Z,80.0
2025-07-27T02:22:03Z,50.0
2025-07-27T02:23:03Z,79.3
2025-07-27T02:24:03Z,80.1
2025-07-27T02:25:03Z,81.4
