timestamp,value
2025-07-27T02:26:03Z,78.8
2025-07-27T02:27:03Z,75.8
2025-07-27T02:28:03Z,76.8
2025-07-27T02:29:03Z,79.1
2025-07-27T02:30:03Z,80.8
2025-07-27T02:31:03Z,82.5
2025-07-27T02:32:03Z,83.1
2025-07-27T02:33:03Z,83.7
2025-07-27T02:34:03Z,84.6
2025-07-27T02:35:03Z,84.6
2025-07-27T02:36:03Z,84.7
2025-07-27T02:37:03Z,85.0
2025-07-27T02:38:03Z,86.1
2025-07-27T02:39:03Z,86.7
2025-07-27T02:40:03Z,86.4
2025-07-27T02:41:03Z,86.5
2025-07-27T02:42:03Z,86.6
2025-07-27T02:43:03Z,87.0
2025-07-27T02:44:03Z,87.2
2025-07-27T02:45:03Z,87.3
2025-07-27T02:46:03Z,87.3
2025-07-27T02:47:03Z,87.3
2025-07-27T02:48:03Z,87.2
2025-07-27T02:49:03Z,87.5
2025-07-27T02:50:03Z,87.6
2025-07-27T02:51:03Z,88.0
2025-07-27T02:52:03Z,88.1
2025-07-27T02:53:03Z,88.2
2025-07-27T02:54:03Z,88.2
2025-07-27T02:55:03Z,88.1
2025-07-27T02:56:03Z,88.0
2025-07-27T02:57:03Z,87.8
2025-07-27T02:58:03Z,88.4
2025-07-27T02:59:03Z,50.0
2025-07-27T03:00:03Z,88.5
2025-07-27T03:01:03Z,86.3
2025-07-27T03:02:03Z,80.4
2025-07-27T03:03:03Z,78.8
2025-07-27T03:04:03Z,50.0
2025-07-27T03:05:03Z,78.5
2025-07-27T03:06:03Z,82.4
2025-07-27T03:07:03Z,88.1
2025-07-27T03:08:03Z,92.1
2025-07-27T03:09:03Z,94.6
2025-07-27T03:10:03Z,96.1
2025-07-27T03:11:03Z,97.1
2025-07-27T03:12:03Z,97.9
2025-07-27T03:13:03Z,98.4
2025-07-27T03:14:03Z,98.7
2025-07-27T03:15:03Z,98.9
2025-07-27T03:16:03Z,98.9
2025-07-27T03:17:03Z,98.9
2025-07-27T03:18:03Z,99.0
2025-07-27T03:19:03Z,99.0
2025-07-27T03:20:03Z,98.9
2025-07-27T03:21:03Z,98.8
2025-07-27T03:22:03Z,98.6
2025-07-27T03:23:03Z,98.6
2025-07-27T03:24:03Z,98.6
2025-07-27T03:25:03Z,98.5
2025-07-27T03:26:03Z,98.5
2025-07-27T03:27:03Z,98.5
2025-07-27T03:28:03Z,98.5
2025-07-27T03:29:03Z,50.0
2025-07-27T03:30:03Z,98.3
2025-07-27T03:31:03Z,95.6
2025-07-27T03:32:03Z,97.0
2025-07-27T03:33:03Z,97.7
2025-07-27T03:34:03Z,97.6
2025-07-27T03:35:03Z,95.7
2025-07-27T03:36:03Z,89.9
2025-07-27T03:37:03Z,85.8
2025-07-27T03:38:03Z,85.3
2025-07-27T03:39:03Z,82.4
2025-07-27T03:40:03Z,84.0
2025-07-27T03:41:03Z,84.3
2025-07-27T03:42:03Z,84.3
2025-07-27T03:43:03Z,85.0
2025-07-27T03:44:03Z,86.1
2025-07-27T03:45:03Z,86.7
2025-07-27T03:46:03Z,85.4
2025-07-27T03:47:03Z,85.2
2025-07-27T03:48:03Z,85.7
2025-07-27T03:49:03Z,84.1
2025-07-27T03:50:03Z,83.6
2025-07-27T03:51:03Z,83.4
2025-07-27T03:52:03Z,83.8
2025-07-27T03:53:03Z,82.1
2025-07-27T03:54:03Z,82.8
2025-07-27T03:55:03Z,83.9
2025-07-27T03:56:03Z,84.2
2025-07-27T03:57:03Z,84.2
2025-07-27T03:58:03Z,87.2
2025-07-27T03:59:03Z,90.1
2025-07-27T04:00:03Z,91.0
2025-07-27T04:01:03Z,90.2
2025-07-27T04:02:03Z,50.0
2025-07-27T04:03:03Z,92.1
2025-07-27T04:04:03Z,93.4
2025-07-27T04:05:03Z,50.0
2025-07-27T04:06:03Z,96.7
2025-07-27T04:07:03Z,96.3
2025-07-27T04:08:03Z,97.0
2025-07-27T04:09:03Z,96.7
2025-07-27T04:10:03Z,97.2
2025-07-27T04:11:03Z,97.7
2025-07-27T04:12:03Z,97.9
2025-07-27T04:13:03Z,98.2
2025-07-27T04:14:03Z,98.0
2025-07-27T04:15:03Z,97.2
2025-07-27T04:16:03Z,97.4
2025-07-27T04:17:03Z,97.8
2025-07-27T04:18:03Z,98.0
2025-07-27T04:19:03Z,50.0
2025-07-27T04:20:03Z,98.1
2025-07-27T04:21:03Z,98.0
2025-07-27T04:22:03Z,98.0
2025-07-27T04:23:03Z,97.9
2025-07-27T04:24:03Z,50.0
2025-07-27T04:25:03Z,97.5
2025-07-27T04:26:03Z,97.5
2025-07-27T04:27:03Z,97.6
2025-07-27T04:28:03Z,97.6
2025-07-27T04:29:03Z,97.6
2025-07-27T04:30:03Z,97.6
2025-07-27T04:31:03Z,97.7
2025-07-27T04:32:03Z,97.7
2025-07-27T04:33:03Z,97.7
2025-07-27T04:34:03Z,97.8
2025-07-27T04:35:03Z,97.8
2025-07-27T04:36:03Z,97.8
2025-07-27T04:37:03Z,97.9
2025-07-27T04:38:03Z,97.8
2025-07-27T04:39:03Z,97.6
2025-07-27T04:40:03Z,97.7
2025-07-27T04:41:03Z,97.7
2025-07-27T04:42:03Z,97.8
2025-07-27T04:43:03Z,97.9
2025-07-27T04:44:03Z,97.9
2025-07-27T04:45:03Z,98.0
2025-07-27T04:46:03Z,98.0
2025-07-27T04:47:03Z,98.1
2025-07-27T04:48:03Z,98.1
2025-07-27T04:49:03Z,98.0
2025-07-27T04:50:03Z,98.3
2025-07-27T04:51:03Z,50.0
2025-07-27T04:52:03Z,97.9
2025-07-27T04:53:03Z,50.0
2025-07-27T04:54:03Z,98.3
2025-07-27T04:55:03Z,98.7
2025-07-27T04:56:03Z,98.8
2025-07-27T04:57:03Z,99.0
2025-07-27T04:58:03Z,98.8
2025-07-27T04:59:03Z,98.9
2025-07-27T05:00:03Z,98.9
2025-07-27T05:01:03Z,98.9
2025-07-27T05:02:03Z,50.0
2025-07-27T05:03:03Z,97.8
2025-07-27T05:04:03Z,96.4
2025-07-27T05:05:03Z,95.7
2025-07-27T05:06:03Z,95.3
2025-07-27T05:07:03Z,95.9
2025-07-27T05:08:03Z,95.4
2025-07-27T05:09:03Z,96.3
2025-07-27T05:10:03Z,95.5
2025-07-27T05:11:03Z,95.2
2025-07-27T05:12:03Z,94.5
2025-07-27T05:13:03Z,50.0
2025-07-27T05:14:03Z,95.0
2025-07-27T05:15:03Z,95.6
2025-07-27T05:16:03Z,96.6
2025-07-27T05:17:03Z,97.3
2025-07-27T05:18:03Z,97.8
2025-07-27T05:19:03Z,97.5
2025-07-27T05:20:03Z,97.7
2025-07-27T05:21:03Z,96.5
2025-07-27T05:22:03Z,95.1
2025-07-27T05:23:03Z,93.8
2025-07-27T05:24:03Z,93.4
2025-07-27T05:25:03Z,92.2
2025-07-27T05:26:03Z,91.8
2025-07-27T05:27:03Z,91.7
2025-07-27T05:28:03Z,94.5
2025-07-27T05:29:03Z,96.0
2025-07-27T05:30:03Z,50.0
2025-07-27T05:31:03Z,96.0
2025-07-27T05:32:03Z,96.3
2025-07-27T05:33:03Z,96.9
2025-07-27T05:34:03Z,97.0
2025-07-27T05:35:03Z,97.1
2025-07-27T05:36:03Z,97.4
2025-07-27T05:37:03Z,97.0
2025-07-27T05:38:03Z,97.1
2025-07-27T05:39:03Z,50.0
2025-07-27T05:40:03Z,97.0
2025-07-27T05:41:03Z,97.8
2025-07-27T05:42:03Z,98.0
2025-07-27T05:43:03Z,98.0
2025-07-27T05:44:03Z,98.2
2025-07-27T05:45:03Z,98.5
2025-07-27T05:46:03Z,50.0
2025-07-27T05:47:03Z,98.6
2025-07-27T05:48:03Z,98.6
2025-07-27T05:49:03Z,98.7
2025-07-27T05:50:03Z,98.5
2025-07-27T05:51:03Z,50.0
2025-07-27T05:52:03Z,98.3
2025-07-27T05:53:03Z,96.8
2025-07-27T05:54:03Z,95.8
2025-07-27T05:55:03Z,94.3
2025-07-27T05:56:03Z,92.5
2025-07-27T05:57:03Z,90.5
2025-07-27T05:58:03Z,87.8
2025-07-27T05:59:03Z,50.0
2025-07-27T06:00:03Z,87.8
2025-07-27T06:01:03Z,87.8
2025-07-27T06:02:03Z,50.0
2025-07-27T06:03:03Z,89.8
2025-07-27T06:04:03Z,89.9
2025-07-27T06:05:03Z,88.4
2025-07-27T06:06:03Z,89.2
2025-07-27T06:07:03Z,86.6
2025-07-27T06:08:03Z,85.1
2025-07-27T06:09:03Z,83.9
2025-07-27T06:10:03Z,83.8
2025-07-27T06:11:03Z,83.7
2025-07-27T06:12:03Z,83.3
2025-07-27T06:13:03Z,83.3
2025-07-27T06:14:03Z,83.8
2025-07-27T06:15:03Z,82.8
2025-07-27T06:16:03Z,82.7
2025-07-27T06:17:03Z,82.8
2025-07-27T06:18:03Z,82.7
2025-07-27T06:19:03Z,83.5
2025-07-27T06:20:03Z,83.3
2025-07-27T06:21:03Z,84.5
2025-07-27T06:22:03Z,50.0
2025-07-27T06:23:03Z,88.0
2025-07-27T06:24:03Z,91.0
2025-07-27T06:25:03Z,93.2
2025-07-27T06:26:03Z,94.5
2025-07-27T06:27:03Z,50.0
2025-07-27T06:28:03Z,93.9
2025-07-27T06:29:03Z,92.7
2025-07-27T06:30:03Z,92.6
2025-07-27T06:31:03Z,93.3
2025-07-27T06:32:03Z,84.8
2025-07-27T06:33:03Z,88.2
2025-07-27T06:34:03Z,84.9
2025-07-27T06:35:03Z,87.8
2025-07-27T06:36:03Z,86.2
2025-07-27T06:37:03Z,88.6
2025-07-27T06:38:03Z,89.8
2025-07-27T06:39:03Z,89.9
2025-07-27T06:40:03Z,90.5
2025-07-27T06:41:03Z,90.9
2025-07-27T06:42:03Z,90.7
2025-07-27T06:43:03Z,91.0
2025-07-27T06:44:03Z,91.5
2025-07-27T06:45:03Z,92.0
2025-07-27T06:46:03Z,91.7
2025-07-27T06:47:03Z,90.3
2025-07-27T06:48:03Z,92.2
2025-07-27T06:49:03Z,88.6
2025-07-27T06:50:03Z,88.9
2025-07-27T06:51:03Z,88.3
2025-07-27T06:52:03Z,89.8
2025-07-27T06:53:03Z,90.9
2025-07-27T06:54:03Z,91.4
2025-07-27T06:55:03Z,90.7
2025-07-27T06:56:03Z,91.1
2025-07-27T06:57:03Z,91.3
2025-07-27T06:58:03Z,92.3
2025-07-27T06:59:03Z,91.6
2025-07-27T07:00:03Z,50.0
2025-07-27T07:01:03Z,50.0
2025-07-27T07:02:03Z,91.7
2025-07-27T07:03:03Z,50.0
2025-07-27T07:04:03Z,50.0
2025-07-27T07:05:03Z,50.0
2025-07-27T07:06:03Z,50.0
2025-07-27T07:07:03Z,90.8
2025-07-27T07:08:03Z,50.0
2025-07-27T07:09:03Z,50.0
2025-07-27T07:10:03Z,50.0
2025-07-27T07:11:03Z,50.0
2025-07-27T07:12:03Z,50.0
2025-07-27T11:03:34Z,50.0
2025-07-27T11:04:34Z,50.0
2025-07-27T11:05:34Z,50.0
2025-07-27T11:06:34Z,50.0
2025-07-27T11:07:34Z,50.0
2025-07-27T11:08:34Z,50.0
2025-07-27T11:09:34Z,50.0
2025-07-27T11:10:34Z,50.0
2025-07-27T11:11:34Z,50.0
2025-07-27T16:54:03Z,90.8
2025-07-27T16:55:03Z,92.0
2025-07-27T16:56:03Z,50.0
2025-07-27T16:57:03Z,91.5
2025-07-27T16:58:03Z,91.5
